codigo_ocorrencia1;ocorrencia_tipo;taxonomia_tipo_icao
79591;FALHA DO MOTOR EM VOO;SCF-PP
79589;TRÁFEGO AÉREO;MAC
79588;DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA;SCF-NP
79587;FALHA DO MOTOR EM VOO;SCF-PP
79586;ESTOURO DE PNEU;SCF-NP
79585;ESTOURO DE PNEU;SCF-NP
79584;FOGO/FUMAÇA (SEM IMPACTO);F-NI
79582;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79580;PERDA DE CONTROLE EM VOO;LOC-I
79577;ESTOURO DE PNEU;SCF-NP
79575;ESTOURO DE PNEU;SCF-NP
79574;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
79573;POUSO EM LOCAL NÃO PREVISTO;OTHR
79572;OPERAÇÃO A BAIXA ALTITUDE;LALT
79571;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79570;POUSO EM LOCAL NÃO PREVISTO;OTHR
79569;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79568;FALHA DO MOTOR EM VOO;SCF-PP
79567;COM HÉLICE;SCF-PP
79566;COLISÃO COM AVE;BIRD
79565;FALHA DO MOTOR EM VOO;SCF-PP
79564;PERDA DE CONTROLE EM VOO;LOC-I
79563;FALHA DO MOTOR EM VOO;SCF-PP
79559;POUSO LONGO;RE
79556;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79555;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79555;PERDA DE CONTROLE EM VOO;LOC-I
79554;ESTOURO DE PNEU;SCF-NP
79552;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
79550;COM TREM DE POUSO;SCF-NP
79548;ESTOURO DE PNEU;SCF-NP
79547;FUMAÇA NA CABINE;F-NI
79546;CONTATO ANORMAL COM A PISTAA;ARC
79545;COM CARGAS EXTERNAS;EXTL
79544;INDETERMINADO;UNK
79543;POUSO LONGO;RE
79542;INDETERMINADO;UNK
79541;FALHA DO MOTOR EM VOO;SCF-PP
79540;FALHA DO MOTOR EM VOO;SCF-PP
79539;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79538;COM TREM DE POUSO;SCF-NP
79537;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79536;COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
79534;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79532;ESTOURO DE PNEU;SCF-NP
79532;EXCURSÃO DE PISTA;RE
79531;OPERAÇÕES NO SOLO;[RAMP]
79530;PERDA DE CONTROLE EM VOO;LOC-I
79529;SUPERAQUECIMENTO;SCF-PP
79528;COM TREM DE POUSO;SCF-NP
79527;FALHA DO MOTOR EM VOO;SCF-PP
79525;FALHA DO MOTOR EM VOO;SCF-PP
79524;EXCURSÃO DE PISTA;RE
79523;COLISÃO NO SOLO;GCOL
79523;EXCURSÃO DE PISTA;RE
79522;CONTATO ANORMAL COM A PISTAA;ARC
79521;COM PARA-BRISAS / JANELA / PORTA;SCF-NP
79520;PERDA DE CONTROLE EM VOO;LOC-I
79519;PANE SECA;FUEL
79518;INDETERMINADO;UNK
79517;FALHA DO MOTOR EM VOO;SCF-PP
79516;ESTOURO DE PNEU;SCF-NP
79515;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
79514;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79512;COM TREM DE POUSO;SCF-NP
79511;FALHA DO MOTOR EM VOO;SCF-PP
79510;PERDA DE CONTROLE EM VOO;LOC-I
79509;POUSO BRUSCO;ARC
79508;ESTOURO DE PNEU;SCF-NP
79507;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79505;CONTATO ANORMAL COM A PISTAA;ARC
79505;EXCURSÃO DE PISTA;RE
79504;COM TREM DE POUSO;SCF-NP
79503;FALHA DO MOTOR EM VOO;SCF-PP
79502;INDETERMINADO;UNK
79501;ESTOURO DE PNEU;SCF-NP
79500;EXCURSÃO DE PISTA;RE
79499;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79498;EXCURSÃO DE PISTA;RE
79498;POUSO BRUSCO;ARC
79497;OPERAÇÃO A BAIXA ALTITUDE;LALT
79497;PERDA DE CONTROLE EM VOO;LOC-I
79496;VAZAMENTO DE COMBUSTÍVEL;SCF-NP
79495;FALHA DO MOTOR EM VOO;SCF-PP
79494;PANE SECA;FUEL
79493;OPERAÇÃO A BAIXA ALTITUDE;LALT
79492;PERDA DE CONTROLE NO SOLO;LOC-G
79491;COM TREM DE POUSO;SCF-NP
79490;INDETERMINADO;UNK
79489;FALHA DO MOTOR EM VOO;SCF-PP
79488;POUSO SEM TREM;ARC
79487;ESTOURO DE PNEU;SCF-NP
79486;PERDA DE CONTROLE EM VOO;LOC-I
79485;ESTOURO DE PNEU;SCF-NP
79484;FALHA DO MOTOR EM VOO;SCF-PP
79483;EXCURSÃO DE PISTA;RE
79482;ESTOURO DE PNEU;SCF-NP
79481;COM TREM DE POUSO;SCF-NP
79479;ESTOURO DE PNEU;SCF-NP
79478;COM TREM DE POUSO;SCF-NP
79477;FUMAÇA NA CABINE;F-NI
79475;VAZAMENTO DE OUTROS FLUIDOS;OTHR
79474;EXCURSÃO DE PISTA;RE
79472;POUSO EM LOCAL NÃO PREVISTO;OTHR
79471;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79470;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79469;SUPERAQUECIMENTO;SCF-PP
79468;COLISÃO COM AVE;BIRD
79467;COM TREM DE POUSO;SCF-NP
79466;PERDA DE CONTROLE NO SOLO;LOC-G
79465;POUSO LONGO;RE
79464;DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA;SCF-NP
79462;ESTOURO DE PNEU;SCF-NP
79461;SUPERAQUECIMENTO;SCF-PP
79460;VOO CONTROLADO CONTRA O TERRENO;CFIT
79458;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79457;FALHA DO MOTOR EM VOO;SCF-PP
79456;AERÓDROMO;ADRM
79456;EXCURSÃO DE PISTA;RE
79455;PERDA DE CONTROLE EM VOO;LOC-I
79454;CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO;OTHR
79454;EXCURSÃO DE PISTA;RE
79453;POUSO BRUSCO;ARC
79451;INDETERMINADO;UNK
79450;COM TREM DE POUSO;SCF-NP
79449;FALHA DO MOTOR EM VOO;SCF-PP
79448;EXCURSÃO DE PISTA;RE
79447;FALHA DO MOTOR EM VOO;SCF-PP
79446;COM CARGAS EXTERNAS;EXTL
79445;INDETERMINADO;UNK
79444;COM PARA-BRISAS / JANELA / PORTA;SCF-NP
79441;OPERAÇÕES NO SOLO;[RAMP]
79440;COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
79439;INCURSÃO EM PISTA;RI
79438;EXCURSÃO DE PISTA;RE
79437;FALHA DO MOTOR EM VOO;SCF-PP
79436;COM PESSOAL EM VOO;OTHR
79434;ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO;SCF-NP
79432;INDETERMINADO;UNK
79431;FALHA DO MOTOR EM VOO;SCF-PP
79430;PERDA DE CONTROLE EM VOO;LOC-I
79429;PERDA DE CONTROLE NO SOLO;LOC-G
79428;FALHA DO MOTOR EM VOO;SCF-PP
79427;ESTOURO DE PNEU;SCF-NP
79425;FALHA DO MOTOR EM VOO;SCF-PP
79424;ESTOURO DE PNEU;SCF-NP
79423;PERDA DE CONTROLE EM VOO;LOC-I
79422;FALHA DO MOTOR EM VOO;SCF-PP
79420;COM PARA-BRISAS / JANELA / PORTA;SCF-NP
79419;FALHA DO MOTOR EM VOO;SCF-PP
79415;FALHA DO MOTOR EM VOO;SCF-PP
79414;COMBUSTÍVEL;FUEL
79414;EXCURSÃO DE PISTA;RE
79412;FALHA DO MOTOR EM VOO;SCF-PP
79407;PERDA DE CONTROLE EM VOO;LOC-I
79406;F.O.D.;OTHR
79405;FALHA DO MOTOR EM VOO;SCF-PP
79404;INDETERMINADO;UNK
79403;COMBUSTÍVEL;FUEL
79402;FALHA DO MOTOR EM VOO;SCF-PP
79400;COLISÃO COM AVE;BIRD
79399;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
79398;ESTOURO DE PNEU;SCF-NP
79397;OPERAÇÃO A BAIXA ALTITUDE;LALT
79397;PERDA DE CONTROLE EM VOO;LOC-I
79396;CORTE INVOLUNTÁRIO DO MOTOR;OTHR
79395;DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA;SCF-NP
79393;PERDA DE COMPONENTE NO SOLO;SCF-NP
79392;COLISÃO COM AVE;BIRD
79391;COLISÃO COM FAUNA;WILD
79388;ESTOURO DE PNEU;SCF-NP
79386;EXCURSÃO DE PISTA;RE
79386;PERDA DE CONTROLE NO SOLO;LOC-G
79385;EXCURSÃO DE PISTA;RE
79384;MANOBRA ABRUPTA;AMAN
79383;ESTOURO DE PNEU;SCF-NP
79381;COLISÃO COM AVE;BIRD
79380;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79378;FALHA DO MOTOR EM VOO;SCF-PP
79372;COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
79371;COM COMANDOS DE VOO;SCF-NP
79368;COM TREM DE POUSO;SCF-NP
79367;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79366;OUTROS;OTHR
79365;FALHA DO MOTOR EM VOO;SCF-PP
79363;PERDA DE CONTROLE EM VOO;LOC-I
79362;EXCURSÃO DE PISTA;RE
79361;OPERAÇÃO A BAIXA ALTITUDE;LALT
79360;ESTOURO DE PNEU;SCF-NP
79359;INDETERMINADO;UNK
79358;EXCURSÃO DE PISTA;RE
79358;FALHA DO MOTOR EM VOO;SCF-PP
79357;COLISÃO COM AVE;BIRD
79356;PANE SECA;FUEL
79356;POUSO EM LOCAL NÃO PREVISTO;OTHR
79355;INCURSÃO EM PISTA;RI
79351;COM TREM DE POUSO;SCF-NP
79350;COM PARA-BRISAS / JANELA / PORTA;SCF-NP
79349;SOPRO DE REATOR;OTHR
79347;PERDA DE CONTROLE EM VOO;LOC-I
79346;FALHA DO MOTOR EM VOO;SCF-PP
79345;COM TREM DE POUSO;SCF-NP
79344;EXCURSÃO DE PISTA;RE
79344;OUTROS;OTHR
79342;COLISÃO COM AVE;BIRD
79341;FALHA DO MOTOR EM VOO;SCF-PP
79340;POUSO LONGO;RE
79339;DESORIENTAÇÃO ESPACIAL;OTHR
79339;MANOBRA ABRUPTA;AMAN
79338;COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
79333;COM TREM DE POUSO;SCF-NP
79332;COM TREM DE POUSO;SCF-NP
79331;COM TREM DE POUSO;SCF-NP
79330;POUSO SEM TREM;ARC
79329;COM TREM DE POUSO;SCF-NP
79328;ESTOURO DE PNEU;SCF-NP
79327;PERDA DE CONTROLE EM VOO;LOC-I
79326;PERDA DE CONTROLE EM VOO;LOC-I
79324;COLISÃO COM AVE;BIRD
79324;EXCURSÃO DE PISTA;RE
79323;PERDA DE CONTROLE NO SOLO;LOC-G
79321;COLISÃO COM AVE;BIRD
79319;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79318;ESTOURO DE PNEU;SCF-NP
79317;EXCURSÃO DE PISTA;RE
79316;FALHA DO MOTOR EM VOO;SCF-PP
79315;INDETERMINADO;UNK
79314;COLISÃO COM AVE;BIRD
79313;POUSO SEM TREM;ARC
79309;FALHA DO MOTOR EM VOO;SCF-PP
79308;OPERAÇÃO A BAIXA ALTITUDE;LALT
79307;FALHA DO MOTOR EM VOO;SCF-PP
79305;COM TREM DE POUSO;SCF-NP
79304;ESTOURO DE PNEU;SCF-NP
79303;COM TREM DE POUSO;SCF-NP
79302;OPERAÇÃO A BAIXA ALTITUDE;LALT
79301;VOO CONTROLADO CONTRA O TERRENO;CFIT
79300;COLISÃO COM FAUNA;WILD
79299;POUSO EM LOCAL NÃO PREVISTO;OTHR
79298;COM HÉLICE;SCF-PP
79297;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79296;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79294;POUSO BRUSCO;ARC
79293;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79292;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79291;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79290;INDETERMINADO;UNK
79289;FALHA DO MOTOR EM VOO;SCF-PP
79288;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79287;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79286;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79285;PERDA DE CONTROLE EM VOO;LOC-I
79284;CORTANTE DE VENTO / TEMPESTADE;WSTRW
79283;ESTOURO DE PNEU;SCF-NP
79282;PERDA DE CONTROLE EM VOO;LOC-I
79281;PERDA DE CONDIÇÕES DE SUSTENTAÇÃO EM ROTA;LOLI
79279;ESTOURO DE PNEU;SCF-NP
79278;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79277;FALHA DO MOTOR EM VOO;SCF-PP
79276;PERDA DE CONTROLE NO SOLO;LOC-G
79275;OUTROS;OTHR
79274;COM TREM DE POUSO;SCF-NP
79273;PERDA DE COMPONENTE EM VOO;SCF-NP
79272;EXCURSÃO DE PISTA;RE
79270;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79269;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79268;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79267;COM TREM DE POUSO;SCF-NP
79266;FALHA DO MOTOR EM VOO;SCF-PP
79265;INDETERMINADO;UNK
79263;OPERAÇÃO A BAIXA ALTITUDE;LALT
79262;F.O.D.;OTHR
79261;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79259;EXCURSÃO DE PISTA;RE
79259;PERDA DE CONTROLE NO SOLO;LOC-G
79257;POUSO LONGO;RE
79256;FALHA DO MOTOR EM VOO;SCF-PP
79255;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79253;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79252;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79251;FALHA DO MOTOR EM VOO;SCF-PP
79250;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79249;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79248;PERDA DE CONTROLE NO SOLO;LOC-G
79247;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79246;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79245;ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO;SCF-NP
79244;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79243;CONTATO ANORMAL COM A PISTAA;ARC
79242;FALHA DO MOTOR EM VOO;SCF-PP
79241;COM TREM DE POUSO;SCF-NP
79240;CAUSADO POR FENÔMENO METEOROLÓGICO NO SOLO;OTHR
79238;ESTOURO DE PNEU;SCF-NP
79237;POUSO SEM TREM;ARC
79236;ESTOURO DE PNEU;SCF-NP
79235;FALHA DO MOTOR EM VOO;SCF-PP
79234;INDETERMINADO;UNK
79233;PERDA DE COMPONENTE EM VOO;SCF-NP
79232;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
79231;INCURSÃO EM PISTA;RI
79230;EXCURSÃO DE PISTA;RE
79230;PERDA DE CONTROLE NO SOLO;LOC-G
79228;PERDA DE CONTROLE EM VOO;LOC-I
79226;COLISÃO COM AERONAVE NO SOLO;GCOL
79225;COLISÃO COM AVE;BIRD
79224;COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
79223;PANE SECA;FUEL
79222;ESTOURO DE PNEU;SCF-NP
79221;ESTOURO DE PNEU;SCF-NP
79220;FALHA DO MOTOR EM VOO;SCF-PP
79218;ESTOURO DE PNEU;SCF-NP
79217;COLISÃO COM AVE;BIRD
79216;POUSO BRUSCO;ARC
79215;FALHA DO MOTOR EM VOO;SCF-PP
79214;FALHA DO MOTOR EM VOO;SCF-PP
79213;PERDA DE CONTROLE NO SOLO;LOC-G
79211;FALHA DO MOTOR EM VOO;SCF-PP
79210;COMBUSTÍVEL;FUEL
79207;FALHA DO MOTOR EM VOO;SCF-PP
79206;COMBUSTÍVEL;FUEL
79206;PERDA DE CONTROLE EM VOO;LOC-I
79204;OUTROS;OTHR
79203;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79201;PERDA DE CONTROLE NO SOLO;LOC-G
79199;OPERAÇÃO A BAIXA ALTITUDE;LALT
79198;OPERAÇÃO A BAIXA ALTITUDE;LALT
79197;COLISÃO COM FAUNA;WILD
79196;FALHA DO MOTOR EM VOO;SCF-PP
79195;FALHA DO MOTOR EM VOO;SCF-PP
79186;COM TREM DE POUSO;SCF-NP
79185;FALHA DO MOTOR EM VOO;SCF-PP
79184;PERDA DE CONTROLE NO SOLO;LOC-G
79183;COM TREM DE POUSO;SCF-NP
79182;F.O.D.;OTHR
79180;OPERAÇÃO A BAIXA ALTITUDE;LALT
79180;PERDA DE CONTROLE EM VOO;LOC-I
79179;PERDA DE CONTROLE EM VOO;LOC-I
79178;POUSO BRUSCO;ARC
79177;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79176;FALHA DO MOTOR EM VOO;SCF-PP
79175;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79173;PERDA DA CONSCIÊNCIA;OTHR
79172;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79171;OPERAÇÕES NO SOLO;[RAMP]
79170;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79169;ALARME FALSO DE FOGO OU DE SUPERAQUECIMENTO;SCF-NP
79168;COM TREM DE POUSO;SCF-NP
79167;FALHA DO MOTOR EM VOO;SCF-PP
79166;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79165;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79164;COM TREM DE POUSO;SCF-NP
79162;ESTOURO DE PNEU;SCF-NP
79161;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79160;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79158;PERDA DE CONTROLE NO SOLO;LOC-G
79157;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79156;FALHA DO MOTOR EM VOO;SCF-PP
79155;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
79155;EXCURSÃO DE PISTA;RE
79154;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79153;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79149;DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA;SCF-NP
79148;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79147;COLISÃO COM AVE;BIRD
79143;FALHA DO MOTOR NO SOLO;SCF-PP
79142;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79141;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79140;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79138;POUSO EM LOCAL NÃO PREVISTO;OTHR
79137;POUSO EM LOCAL NÃO PREVISTO;OTHR
79136;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79135;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79134;EXCURSÃO DE PISTA;RE
79132;INDETERMINADO;UNK
79131;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
79130;COM TREM DE POUSO;SCF-NP
79129;TURBULÊNCIA;TURB
79128;PANE SECA;FUEL
79127;FALHA DO MOTOR EM VOO;SCF-PP
79126;FALHA DO MOTOR EM VOO;SCF-PP
79125;DESORIENTAÇÃO ESPACIAL;OTHR
79124;OPERAÇÃO A BAIXA ALTITUDE;LALT
79124;PERDA DE CONTROLE EM VOO;LOC-I
79123;INDETERMINADO;UNK
79121;COLISÃO DE VEÍCULO COM AERONAVE;OTHR
79120;OPERAÇÃO A BAIXA ALTITUDE;LALT
79119;INDETERMINADO;UNK
79118;COM TREM DE POUSO;SCF-NP
79118;EXCURSÃO DE PISTA;RE
79117;INDETERMINADO;UNK
79115;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
79111;FALHA DO MOTOR EM VOO;SCF-PP
79110;PROBLEMAS FISIOLÓGICOS;OTHR
79109;INCURSÃO EM PISTA;RI
79107;INDETERMINADO;UNK
79106;OUTROS;OTHR
79105;INDETERMINADO;UNK
79104;INDETERMINADO;UNK
79102;EXCURSÃO DE PISTA;RE
79102;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79101;F.O.D.;OTHR
79100;PERDA DE CONTROLE NO SOLO;LOC-G
79099;FALHA DO MOTOR EM VOO;SCF-PP
79098;PERDA DE CONTROLE EM VOO;LOC-I
79097;PANE SECA;FUEL
79096;COM TREM DE POUSO;SCF-NP
79094;ESTOURO DE PNEU;SCF-NP
79089;TRÁFEGO AÉREO;MAC
79088;COM TREM DE POUSO;SCF-NP
79087;FALHA DO MOTOR NO SOLO;SCF-PP
79086;COM TREM DE POUSO;SCF-NP
79085;COLISÃO COM AVE;BIRD
79083;DESCOMPRESSÃO NÃO INTENCIONAL / EXPLOSIVA;SCF-NP
79082;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79081;ESTOURO DE PNEU;SCF-NP
79080;COLISÃO COM AVE;BIRD
79079;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79078;FORMAÇÃO DE GELO;ICE
79077;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79076;ESTOURO DE PNEU;SCF-NP
79075;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79074;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79073;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79072;FUMAÇA NA CABINE;F-NI
79071;FOGO/FUMAÇA (SEM IMPACTO);F-NI
79070;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79068;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79067;TRÁFEGO AÉREO;MAC
79066;TRÁFEGO AÉREO;MAC
79064;POUSO EM LOCAL NÃO PREVISTO;OTHR
79063;INDETERMINADO;UNK
79062;EXCURSÃO DE PISTA;RE
79061;INDETERMINADO;UNK
79060;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
79060;EXCURSÃO DE PISTA;RE
79059;INDETERMINADO;UNK
79057;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
79056;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79055;FALHA DO MOTOR EM VOO;SCF-PP
79054;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79052;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79051;COLISÃO COM AVE;BIRD
79050;FALHA DO MOTOR EM VOO;SCF-PP
79049;FALHA DO MOTOR EM VOO;SCF-PP
79048;FALHA DO MOTOR EM VOO;SCF-PP
79048;OPERAÇÃO A BAIXA ALTITUDE;LALT
79045;FALHA DO MOTOR EM VOO;SCF-PP
79044;FALHA DO MOTOR EM VOO;SCF-PP
79044;POUSO LONGO;RE
79043;PERDA DE CONTROLE NO SOLO;LOC-G
79042;PANE SECA;FUEL
79039;COM TREM DE POUSO;SCF-NP
79038;COM TREM DE POUSO;SCF-NP
79037;COM TREM DE POUSO;SCF-NP
79036;FALHA DO MOTOR EM VOO;SCF-PP
79035;OPERAÇÃO A BAIXA ALTITUDE;LALT
79034;PERDA DE CONTROLE NO SOLO;LOC-G
79033;POUSO BRUSCO;ARC
79032;VOO CONTROLADO CONTRA O TERRENO;CFIT
79030;COM TREM DE POUSO;SCF-NP
79029;GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS);ATM/CNS
79028;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79027;FALHA DO MOTOR EM VOO;SCF-PP
79026;ESTOURO DE PNEU;SCF-NP
79025;ESTOURO DE PNEU;SCF-NP
79025;PERDA DE CONTROLE NO SOLO;LOC-G
79024;OPERAÇÃO A BAIXA ALTITUDE;LALT
79023;FOGO/FUMAÇA (SEM IMPACTO);F-NI
79022;COLISÃO COM AVE;BIRD
79021;COLISÃO COM OBSTÁCULOS NO SOLO;GCOL
79020;GERENCIAMENTO DE TRÁFEGO AÉREO (ATM) / SERVIÇO DE COMUNICAÇÃO NAVEGAÇÃO, OU VIGILÂNCIA (CNS);ATM/CNS
79019;ESTOURO DE PNEU;SCF-NP
79018;FALHA OU MAU FUNCIONAMENTO DO MOTOR;SCF-PP
79017;PERDA DE COMPONENTE EM VOO;SCF-NP
79016;ESTOURO DE PNEU;SCF-NP
79015;ESTOURO DE PNEU;SCF-NP
79014;COM TREM DE POUSO;SCF-NP
79013;COLISÃO COM FAUNA;WILD
79012;OPERAÇÕES NO SOLO;[RAMP]
79011;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79010;EXPLOSÃO;SCF-NP
79009;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79008;FALHA DO MOTOR NO SOLO;SCF-PP
79007;FALHA DO MOTOR EM VOO;SCF-PP
79006;COM TREM DE POUSO;SCF-NP
79005;COM PARA-BRISAS / JANELA / PORTA;SCF-NP
79004;EXCURSÃO DE PISTA;RE
79004;PERDA DE CONTROLE NO SOLO;LOC-G
79003;PERDA DE CONTROLE NO SOLO;LOC-G
79002;FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE;SCF-NP
79001;COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO;CTOL
79000;COMBUSTÍVEL;FUEL
