arquivo,numero,codigo_ocorrencia,join,fatal,n_fatalidades,nivel_dano,h_total,h_tipo,h_total_30d,h_total_24h,idade_pic,fonte_horas,tipo_operacao,fase_voo,motor_tipo,motor_qtd,pmd,assentos,ano_fabricacao,fabricante,modelo,tipo_ocorrencia,tipo_icao,uf,ano_ocorrencia,meteo,total_recomendacoes,fator_humano,fator_operacional,fator_material,n_fatores
pt_dlk_07_03_07.pdf,A-077/CENIPA/2010,29216,numero,0,0,DESTRUÍDA,37.0,,,,,narrativa,PRIVADA,DESCIDA,PISTÃO,1,1633,6,1971,BEECH AIRCRAFT,A36,FALHA DO MOTOR EM VOO,SCF-PP,BA,2007,,7,1,1,0,6
pt_doj_27_01_07.pdf,A-053/CENIPA/2009,28377,numero,1,3,DESTRUÍDA,600.0,400.0,,,,tabela,PRIVADA,INDETERMINADA,PISTÃO,1,1338,4,1970,CESSNA AIRCRAFT,182N,FALHA DO MOTOR EM VOO,SCF-PP,MA,2007,,2,0,1,0,3
pt_dpu_27_07_13_2.pdf,A-138/CENIPA/2013,49152,numero,0,0,SUBSTANCIAL,82.0,,,,,narrativa,INSTRUÇÃO,POUSO,PISTÃO,1,975,4,1970,PIPER AIRCRAFT,PA-28-140,PERDA DE CONTROLE NO SOLO,LOC-G,MG,2013,,0,0,1,0,3
pt_dqg_23_08_14.pdf,A-145/CENIPA/2014,52273,numero,0,0,SUBSTANCIAL,250.0,,,,,narrativa,PRIVADA,SUBIDA,PISTÃO,1,1338,4,1970,CESSNA AIRCRAFT,182N,COM HÉLICE,SCF-PP,CE,2014,,0,0,1,0,2
pt_dri_28_05_08.pdf,A-020/CENIPA/2012,32642,numero,0,0,SUBSTANCIAL,6300.0,260.0,7.0,3.0,,tabela,PRIVADA,DECOLAGEM,PISTÃO,2,2268,6,1971,BEECH AIRCRAFT,95-B55,COM HÉLICE,SCF-PP,PE,2008,,4,0,1,0,4
pt_dry_17_04_14.pdf,A-077/CENIPA/2014,51391,numero,0,0,SUBSTANCIAL,530.0,,,,,narrativa,PRIVADA,POUSO,PISTÃO,1,1270,4,1971,CESSNA AIRCRAFT,177RG,COM TREM DE POUSO,SCF-NP,PR,2014,,0,0,0,0,0
pt_efs_21_04_11.pdf,A-555/CENIPA/2014,44436,numero,1,7,DESTRUÍDA,8500.0,2500.0,25.83,,,tabela,PRIVADA,DECOLAGEM,PISTÃO,2,2073,6,1977,EMBRAER,EMB-810C,PERDA DE CONTROLE EM VOO,LOC-I,AM,2011,,1,1,1,0,9
pt_egm_24_09_10.pdf,A-035/CENIPA/2012,42997,numero,0,0,SUBSTANCIAL,12000.0,3000.0,52.33,0.0,,tabela,TÁXI AÉREO,DECOLAGEM,PISTÃO,1,1633,7,1976,NEIVA INDUSTRIA AERONAUTICA,EMB-721C,FALHA DO MOTOR EM VOO,SCF-PP,PA,2010,,6,0,1,0,2
pt_ely_25_02_11.pdf,A-103/CENIPA/2012,43989,numero,0,0,SUBSTANCIAL,7425.67,2744.83,79.0,4.42,,tabela,TÁXI AÉREO,DECOLAGEM,PISTÃO,2,3175,10,1976,EMBRAER,EMB-820C NAVAJO,FALHA DO MOTOR EM VOO,SCF-PP,PR,2011,,6,1,1,0,10
pt_eoo_17_04_09x.pdf,A-034/CENIPA/2009,36874,numero,0,0,SUBSTANCIAL,2660.0,670.0,3.0,0.83,,tabela,PRIVADA,POUSO,PISTÃO,1,1633,7,1977,NEIVA,EMB-721C,COM TREM DE POUSO,SCF-NP,MT,2009,,0,0,0,0,1
pt_eoo_22_10_04.pdf,A-110/CENIPA/2012,36874,mat_unico,0,0,SUBSTANCIAL,3500.0,650.0,2.83,1.0,,tabela,PRIVADA,POUSO,PISTÃO,1,1633,7,1977,NEIVA,EMB-721C,COM TREM DE POUSO,SCF-NP,MT,2009,,0,0,0,0,1
pt_ess_20_04_10.pdf,A-033/CENIPA/2012,40264,numero,0,0,SUBSTANCIAL,15000.0,5000.0,12.0,,,tabela,TÁXI AÉREO,POUSO,PISTÃO,2,2073,6,1978,EMBRAER,EMB-810C,POUSO EM LOCAL NÃO PREVISTO,OTHR,MT,2010,,2,1,1,0,7
pt_etz_09_08_07.pdf,A-019/CENIPA/2010,30180,numero,0,0,SUBSTANCIAL,4455.0,1630.0,35.5,2.5,,tabela,TÁXI AÉREO,POUSO,PISTÃO,2,2073,7,1978,EMBRAER,EMB-810C,PERDA DE CONTROLE EM VOO,LOC-I,AM,2007,,7,1,1,0,3
pt_euj_13_05_10.pdf,A-044/CENIPA/2011,40855,numero,1,6,DESTRUÍDA,12000.0,5000.0,66.67,4.0,,tabela,TÁXI AÉREO,SUBIDA,PISTÃO,2,2073,7,1979,EMBRAER,EMB-810C,FALHA DO MOTOR EM VOO,SCF-PP,AM,2010,,4,1,1,0,10
pt_exc_16_05_09.pdf,A-080/CENIPA/2011,37536,numero,0,0,SUBSTANCIAL,5000.0,1800.0,15.75,0.75,,tabela,PRIVADA,CIRCUITO DE TRÁFEGO,PISTÃO,1,1542,7,1979,NEIVA INDUSTRIA AERONAUTICA,EMB-720C,FALHA DO MOTOR EM VOO,SCF-PP,AP,2009,VMC,1,0,1,0,3
pt_exu_08_02_07.pdf,A-054/CENIPA/2009,29095,numero,0,0,DESTRUÍDA,10000.0,1000.0,5.0,3.0,,tabela,TÁXI AÉREO,CRUZEIRO,PISTÃO,1,1633,7,1979,NEIVA INDUSTRIA AERONAUTICA,EMB-721C,COM HÉLICE,SCF-PP,PA,2007,,12,0,1,0,3
pt_ffd_14_11_10.pdf,A-077/CENIPA/2011,43446,numero,0,0,SUBSTANCIAL,7894.0,950.67,23.58,7.5,,tabela,AGRÍCOLA,ESPECIALIZADA,PISTÃO,1,1497,1,1976,CESSNA AIRCRAFT,A188B,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,RS,2010,,2,0,1,0,2
pt_ffg_05_02_11.pdf,A-167/CENIPA/2013,49751,numero,0,0,SUBSTANCIAL,1734.25,1075.92,36.5,1.75,,tabela,INSTRUÇÃO,POUSO,PISTÃO,1,770,2,1992,AERO BOERO,AB-115,PERDA DE CONTROLE NO SOLO,LOC-G,MT,2013,,0,0,1,0,2
pt_flf_05_07_13.pdf,A-124/CENIPA/2013,49123,numero,0,0,SUBSTANCIAL,341.0,,,,,narrativa,INSTRUÇÃO,DECOLAGEM,PISTÃO,1,757,2,1977,CESSNA AIRCRAFT,152,FALHA DO MOTOR EM VOO,SCF-PP,PR,2013,,0,0,1,0,2
pt_gab_15_03_07.pdf,A-004/CENIPA/2012,44749,numero,1,2,DESTRUÍDA,588.5,47.5,19.25,0.08,,tabela,INSTRUÇÃO,POUSO,PISTÃO,1,840,2,1971,XAVANTE,A-122-B,PERDA DE CONTROLE EM VOO,LOC-I,SP,2007,,11,1,1,0,16
pt_gef_11_01_08.pdf,A-009/CENIPA/2010,31867,numero,1,2,DESTRUÍDA,1315.0,48.0,32.0,4.0,,tabela,PRIVADA,CRUZEIRO,PISTÃO,1,1550,1,1974,NEIVA INDUSTRIA AERONAUTICA,EMB-200A,PERDA DE CONTROLE EM VOO,LOC-I,TO,2008,,8,1,1,0,4
pt_gfl_15_12_08.pdf,A-013/CENIPA/2012,35275,numero,0,0,SUBSTANCIAL,1789.17,1417.67,13.33,0.5,,tabela,AGRÍCOLA,DECOLAGEM,PISTÃO,1,1800,1,1975,NEIVA INDUSTRIA AERONAUTICA,EMB-201,PANE SECA,FUEL,RS,2008,,1,0,1,0,5
pt_ghp_17_01_11.pdf,A-088/CENIPA/2011,43704,numero,1,1,DESTRUÍDA,2000.0,1600.0,70.0,3.0,,tabela,AGRÍCOLA,OUTRA FASE,PISTÃO,1,1800,1,1975,NEIVA INDUSTRIA AERONAUTICA,EMB-201,FALHA ESTRUTURAL,SCF-NP,RS,2011,,9,1,1,0,7
pt_ghx_17_12_07.pdf,A-018/CENIPA/2009,34755,numero,0,0,SUBSTANCIAL,400.0,25.0,3.0,1.0,,tabela,AGRÍCOLA,VOO A BAIXA ALTURA,PISTÃO,1,1800,1,1975,NEIVA INDUSTRIA AERONAUTICA,EMB-201,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,MT,2007,,4,0,1,0,1
pt_gkq_19_05_10.pdf,A-034/CENIPA/2012,41053,numero,0,0,DESTRUÍDA,6879.0,2000.0,93.83,3.83,,tabela,TÁXI AÉREO,POUSO,TURBOÉLICE,2,5600,20,1976,EMBRAER,EMB-110P,VOO CONTROLADO CONTRA O TERRENO,CFIT,PR,2010,,2,1,1,0,19
pt_gno_31_01_07.pdf,A-003/CENIPA/2012,28379,numero,1,1,DESTRUÍDA,1020.0,980.0,2.83,2.83,,tabela,AGRÍCOLA,VOO A BAIXA ALTURA,PISTÃO,1,1800,1,1976,NEIVA INDUSTRIA AERONAUTICA,EMB-201,VOO CONTROLADO CONTRA O TERRENO,CFIT,BA,2007,,6,1,1,0,7
pt_gnv_17_02_13.pdf,A-035/CENIPA/2013,47661,numero,1,1,SUBSTANCIAL,3300.0,800.0,,,,narrativa,TÁXI AÉREO,DECOLAGEM,PISTÃO,1,1633,7,1994,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,COLISÃO COM OBSTÁCULOS NO SOLO,GCOL,AM,2013,VMC,2,0,1,0,2
pt_goo_06_01_12.pdf,A-070/CENIPA/2013,47674,numero,0,0,SUBSTANCIAL,,,,,,narrativa,AGRÍCOLA,ESPECIALIZADA,PISTÃO,1,1800,1,1995,NEIVA INDUSTRIA AERONAUTICA,EMB-202,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,MS,2013,,0,0,0,0,0
pt_got_02_04_08x.pdf,A-036/CENIPA/2010,32076,numero,1,1,DESTRUÍDA,12500.0,12000.0,30.0,2.0,,tabela,AGRÍCOLA,VOO A BAIXA ALTURA,PISTÃO,1,1800,1,1976,NEIVA INDUSTRIA AERONAUTICA,EMB-201,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,RS,2008,,1,1,1,0,7
pt_gpj_26_12_13.pdf,A-230/CENIPA/2013,50252,numero,0,0,SUBSTANCIAL,607.0,,,,,narrativa,AGRÍCOLA,ESPECIALIZADA,PISTÃO,1,1800,1,1976,NEIVA INDUSTRIA AERONAUTICA,EMB-201,FALHA DO MOTOR EM VOO,SCF-PP,RS,2013,,0,0,1,0,1
pt_gtc_05_12_14.pdf,A-193/CENIPA/2014,52818,numero,0,0,SUBSTANCIAL,20.0,,,,,narrativa,AGRÍCOLA,DECOLAGEM,PISTÃO,1,1800,1,1979,NEIVA,EMB-201A,PERDA DE CONTROLE NO SOLO,LOC-G,PE,2014,VMC,0,0,1,0,6
pt_gtq_13_02_13.pdf,A-031/CENIPA/2013,47017,numero,0,0,SUBSTANCIAL,422.0,110.0,,,,narrativa,AGRÍCOLA,ESPECIALIZADA,PISTÃO,1,1800,1,1978,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,PERDA DE CONTROLE EM VOO,LOC-I,RS,2013,,0,0,0,0,0
pt_gts_23_01_07x.pdf,A-043/CENIPA/2010,41689,numero,0,0,SUBSTANCIAL,12000.0,11000.0,60.0,6.0,,tabela,PRIVADA,POUSO,PISTÃO,1,1800,1,1979,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,PERDA DE CONTROLE NO SOLO,LOC-G,RS,2007,,4,0,1,1,3
pt_guf_26_05_10.pdf,A-072/CENIPA/2011,41374,numero,1,1,DESTRUÍDA,3400.0,2100.0,29.0,0.0,,tabela,AGRÍCOLA,OUTRA FASE,PISTÃO,1,1800,1,1980,NEIVA,EMB-201A,PERDA DE CONTROLE EM VOO,LOC-I,BA,2010,,9,1,1,0,7
pt_gur_03_05_13.pdf,A-089/CENIPA/2013,47966,numero,1,1,DESTRUÍDA,3000.0,2000.0,45.0,2.5,,tabela,AGRÍCOLA,ESPECIALIZADA,PISTÃO,1,1800,1,1980,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,PERDA DE COMPONENTE EM VOO,SCF-NP,GO,2013,,2,0,1,0,3
pt_gvi_10_05_12_1.pdf,A-602/CENIPA/2014,45829,numero,0,0,SUBSTANCIAL,1002.0,869.0,,,,narrativa,AGRÍCOLA,VOO A BAIXA ALTURA,PISTÃO,1,1800,1,1980,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,PR,2012,,0,0,1,0,1
pt_gvn_05_11_08.pdf,A-015/CENIPA/2010,34498,numero,0,0,SUBSTANCIAL,6500.0,4500.0,42.67,4.83,,tabela,AGRÍCOLA,SUBIDA,PISTÃO,1,1800,1,1980,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,RS,2008,,3,0,1,0,4
pt_gvq_05_02_08.pdf,A-069/CENIPA/2010,31675,numero,1,1,DESTRUÍDA,6.0,,,,,narrativa,AGRÍCOLA,VOO A BAIXA ALTURA,PISTÃO,1,1800,1,1979,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,PERDA DE CONTROLE EM VOO,LOC-I,BA,2008,,4,0,1,0,5
pt_gxv_04_08_08.pdf,A-113/CENIPA/2012,34040,numero,0,0,LEVE,2000.0,750.0,35.0,0.0,,tabela,AGRÍCOLA,ESPECIALIZADA,PISTÃO,1,1800,1,1981,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,FALHA DO MOTOR EM VOO,SCF-PP,AL,2008,,1,0,1,0,2
pt_gyx_29_05_10_1.pdf,A-062/CENIPA/2013,41236,numero,1,1,DESTRUÍDA,10000.0,6000.0,92.5,3.0,,tabela,AGRÍCOLA,OUTRA FASE,PISTÃO,1,1800,1,1982,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,AL,2010,VMC,3,1,1,0,6
pt_hlz_09_08_07.pdf,A-041/CENIPA/2013,47108,numero,1,2,DESTRUÍDA,450.0,223.0,3.58,0.0,,tabela,PRIVADA,DECOLAGEM,PISTÃO,1,1542,4,2007,CIRRUS DESIGN,SR22,PERDA DE CONTROLE EM VOO,LOC-I,MG,2013,,0,1,1,0,4
pt_hmu_02_05_11.pdf,A-020/CENIPA/2013,46873,numero,0,0,SUBSTANCIAL,4000.0,3000.0,73.0,2.5,,tabela,INSTRUÇÃO,MANOBRA,PISTÃO,1,770,2,1992,AERO BOERO,AB-115,FALHA DO MOTOR EM VOO,SCF-PP,PE,2013,,1,0,1,0,3
pt_hna_06_04_11.pdf,A-025/CENIPA/2013,46969,numero,1,5,DESTRUÍDA,1400.0,200.0,20.0,0.0,50,tabela,PRIVADA,CRUZEIRO,TURBOÉLICE,2,4763,8,2001,BEECH AIRCRAFT,C90A,FORMAÇÃO DE GELO,ICE,SP,2013,,2,1,1,0,14
pt_hzt_17_12_05.pdf,A-037/CENIPA/2013,47047,numero,1,1,DESTRUÍDA,530.0,420.0,7.33,1.5,,tabela,AGRÍCOLA,ESPECIALIZADA,PISTÃO,1,1800,1,1984,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,PERDA DE CONTROLE EM VOO,LOC-I,RS,2013,,2,1,1,0,3
pt_icg_28_02_12.pdf,A-084/CENIPA/2013,47981,numero,1,1,DESTRUÍDA,2500.0,,,,,narrativa,AGRÍCOLA,ESPECIALIZADA,TURBOÉLICE,1,3629,1,2012,AIR TRACTOR,AT-502B,PERDA DE CONTROLE EM VOO,LOC-I,MT,2013,,2,1,1,0,9
pt_ihs_30_04_15.pdf,A-071/CENIPA/2014,50973,numero,0,0,SUBSTANCIAL,570.0,400.0,,,,narrativa,PRIVADA,POUSO,PISTÃO,2,2268,6,1972,BEECH AIRCRAFT,95-B55,EXCURSÃO DE PISTA,RE,PR,2014,,0,0,0,0,0
pt_ijh_29_08_11.pdf,A-094/CENIPA/2012,45052,numero,0,0,SUBSTANCIAL,8000.0,1300.0,21.33,1.33,,tabela,TÁXI AÉREO,CORRIDA APÓS POUSO,PISTÃO,2,2404,6,1972,CESSNA AIRCRAFT,310Q,COM TREM DE POUSO,SCF-NP,CE,2011,,5,0,1,0,4
pt_iot_22_11_11.pdf,A-038/CENIPA/2013,45280,numero,1,1,DESTRUÍDA,1671.0,,12.17,2.42,,tabela,TÁXI AÉREO,CRUZEIRO,PISTÃO,1,1724,6,1973,CESSNA AIRCRAFT,210L,FALHA DO MOTOR EM VOO,SCF-PP,RR,2011,,2,0,1,0,3
pt_iti_24_02_11_1.pdf,A-618/CENIPA/2014,43988,numero,0,0,***,650.0,,,,,narrativa,PRIVADA,CRUZEIRO,PISTÃO,1,1202,4,1973,PIPER AIRCRAFT,PA-28R-200,PANE SECA,FUEL,MG,2011,,0,0,1,0,2
pt_iuq_13_12_10.pdf,A-123/CENIPA/2012,43472,numero,0,0,SUBSTANCIAL,10000.0,400.0,131.17,1.5,,tabela,TÁXI AÉREO,CORRIDA APÓS POUSO,PISTÃO,2,2858,10,1973,CESSNA AIRCRAFT,402B,COM TREM DE POUSO,SCF-NP,PI,2010,,5,0,1,0,4
pt_jay_04_01_08.pdf,A-059/CENIPA/2011,31857,numero,0,0,SUBSTANCIAL,8771.0,2612.0,16.0,0.75,,tabela,PRIVADA,CIRCUITO DE TRÁFEGO,PISTÃO,2,2100,6,1973,CESSNA AIRCRAFT,337G,CORTE INVOLUNTÁRIO DO MOTOR,OTHR,SP,2008,,2,0,1,0,4
pt_jeo_28_05_12.pdf,A-118/CENIPA/2013,45902,numero,0,0,SUBSTANCIAL,,,,,,narrativa,INSTRUÇÃO,ARREMETIDA NO AR,PISTÃO,1,975,4,1974,PIPER AIRCRAFT,PA-28-140,PERDA DE CONTROLE EM VOO,LOC-I,PR,2012,,0,0,0,0,0
pt_jgh_04_12_08.pdf,A-010/CENIPA/2014,52935,numero,0,0,SUBSTANCIAL,8800.0,48.67,14.5,2.17,,tabela,INSTRUÇÃO,DECOLAGEM,PISTÃO,1,770,2,1993,AERO BOERO,AB-115,PERDA DE CONTROLE NO SOLO,LOC-G,RS,2014,,1,0,1,0,5
pt_jnm_11_11_04.pdf,A-015/CENIPA/2014,52942,numero,0,0,SUBSTANCIAL,11700.0,,,,,tabela,PRIVADA,POUSO,PISTÃO,2,2449,6,1976,BEECH AIRCRAFT,58,POUSO SEM TREM,ARC,AM,2014,,0,0,1,0,1
pt_joe_04_11_09.pdf.pdf,A-047/CENIPA/2012,38838,numero,0,0,SUBSTANCIAL,2359.5,42.42,2.5,0.0,,tabela,PRIVADA,DECOLAGEM,PISTÃO,1,1633,6,1974,CESSNA AIRCRAFT,U206F,PERDA DE CONTROLE EM VOO,LOC-I,PA,2009,,2,0,1,0,5
pt_jpz_26_01_07.pdf,A-020/CENIPA/2010,44751,numero,0,0,DESTRUÍDA,15000.0,400.0,46.5,0.5,,tabela,PRIVADA,CRUZEIRO,PISTÃO,1,1157,4,1974,COMMANDER,112,FALHA DO MOTOR EM VOO,SCF-PP,PR,2007,VMC,2,0,1,0,2
pt_kaa_22_11_07.pdf,A-007/CENIPA/2011,31129,numero,1,2,DESTRUÍDA,61.67,16.5,2.0,0.0,,tabela,INSTRUÇÃO,DECOLAGEM,PISTÃO,1,975,4,1974,PIPER AIRCRAFT,PA-28-140,PERDA DE CONTROLE EM VOO,LOC-I,BA,2007,,2,1,1,0,8
pt_kba_31_03_07.pdf,A-054/CENIPA/2013,47156,numero,0,0,SUBSTANCIAL,20000.0,,80.0,1.25,,tabela,AGRÍCOLA,ESPECIALIZADA,PISTÃO,1,1800,1,1987,NEIVA,EMB-201A,PERDA DE CONTROLE EM VOO,LOC-I,RS,2013,,0,0,1,0,3
pt_kef_07_05_12_1.pdf,A-112/CENIPA/2013,48795,numero,0,0,SUBSTANCIAL,,,,,,narrativa,TÁXI AÉREO,VOO A BAIXA ALTURA,PISTÃO,1,1542,7,1979,PIPER AIRCRAFT,PA-32-300,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,PA,2013,,1,0,1,0,2
pt_krf_02_07_12.pdf,A-043/CENIPA/2014,50983,numero,0,0,SUBSTANCIAL,455.0,350.0,1.83,0.17,,tabela,AGRÍCOLA,ESPECIALIZADA,PISTÃO,1,1497,1,0,CESSNA AIRCRAFT,188B,FALHA DO MOTOR EM VOO,SCF-PP,TO,2014,,0,0,1,0,2
pt_kyd_pp_xig_10_06_11.pdf,A-026/CENIPA/2013,47013,numero,0,0,SUBSTANCIAL,1958.0,600.0,25.0,1.92,35,tabela,TÁXI AÉREO,DECOLAGEM,PISTÃO,1,1633,6,1985,NEIVA INDUSTRIA AERONAUTICA,EMB-721D,PERDA DE CONTROLE NO SOLO,LOC-G,MT,2013,,0,0,1,0,4
pt_lci_19_03_10.pdf,A-054/CENIPA/2011,40148,numero,0,0,SUBSTANCIAL,4600.0,300.0,28.0,10.0,,tabela,PRIVADA,APROXIMAÇÃO FINAL,PISTÃO,1,1451,6,1962,CESSNA AIRCRAFT,185,PANE SECA,FUEL,MS,2010,VMC,1,0,1,0,5
pt_leb_29_01_08.pdf,A-045/CENIPA/2010,31869,numero,0,0,SUBSTANCIAL,17500.0,14000.0,13.0,5.92,,tabela,TÁXI AÉREO,POUSO,JATO,2,8301,10,1982,LEARJET,35A,POUSO BRUSCO,ARC,AC,2008,,1,0,1,0,4
pt_leu_09_12_10.pdf,A-006/CENIPA/2013,43455,numero,1,4,DESTRUÍDA,1800.0,,,,,narrativa,PRIVADA,CRUZEIRO,PISTÃO,2,2268,6,1973,BEECH AIRCRAFT,95-B55,FALHA DO MOTOR EM VOO,SCF-PP,MG,2010,,1,0,1,0,3
pt_lez_03_08_01.pdf,A-097/CENIPA/2011,45894,mat_unico,0,0,SUBSTANCIAL,1280.0,962.0,,,,tabela,TÁXI AÉREO,APROXIMAÇÃO FINAL,PISTÃO,1,1633,6,1977,CESSNA AIRCRAFT,U206G,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,PA,2012,,0,0,0,0,0
pt_lfv__09_02_07.pdf,A-023/CENIPA/2009,28575,numero,0,0,DESTRUÍDA,3650.0,2300.0,36.42,2.58,,tabela,TÁXI AÉREO,DECOLAGEM,PISTÃO,2,2359,6,1966,CESSNA AIRCRAFT,310K,PERDA DE CONTROLE EM VOO,LOC-I,CE,2007,,3,0,1,0,3
pt_lhh_14_07_11.pdf,A-116/CENIPA/2012,44838,numero,0,0,LEVE,17500.0,60.0,30.0,0.83,,tabela,TÁXI AÉREO,POUSO,TURBOÉLICE,2,5250,10,1981,MITSUBISHI AIRCRAFT,MU-2B-60,COM TREM DE POUSO,SCF-NP,BA,2011,,6,0,1,0,4
pt_lho_19_04_11.pdf,A-008/CENIPA/2013,46858,numero,0,0,SUBSTANCIAL,6200.0,2000.0,11.0,1.0,,tabela,INSTRUÇÃO,POUSO,PISTÃO,1,757,2,1979,CESSNA AIRCRAFT,152,FALHA DO MOTOR EM VOO,SCF-PP,SP,2013,,0,0,1,0,2
pt_lkh_08_03_09.pdf,A-048/CENIPA/2009,35587,numero,1,1,DESTRUÍDA,300.0,15.0,15.0,1.67,,tabela,PRIVADA,CRUZEIRO,PISTÃO,1,1633,6,1981,BEECH AIRCRAFT,A36,DESORIENTAÇÃO ESPACIAL,OTHR,MT,2009,,14,1,1,0,5
pt_lmz_01_09_10.pdf,A-134/CENIPA/2011,42723,numero,0,0,SUBSTANCIAL,2500.0,2000.0,74.67,4.0,,tabela,TÁXI AÉREO,SUBIDA,PISTÃO,1,1633,6,1973,CESSNA AIRCRAFT,U206F,FALHA DO MOTOR EM VOO,SCF-PP,RR,2010,,4,0,1,0,4
pt_lpz_18_05_13.pdf,A-097/CENIPA/2013,48438,numero,0,0,SUBSTANCIAL,8000.0,10.0,13.0,1.0,,tabela,PRIVADA,POUSO,JATO,2,4921,7,1972,CESSNA AIRCRAFT,500,POUSO LONGO,RE,SP,2013,,1,0,1,0,7
pt_lqe_13_06_09.pdf,A-061/CENIPA/2011,37578,numero,0,0,DESTRUÍDA,12000.0,2000.0,22.5,1.17,,tabela,PRIVADA,POUSO,TURBOÉLICE,2,4377,8,1983,BEECH AIRCRAFT,C90,POUSO ANTES DA PISTA,USOS,MG,2009,,3,0,1,0,5
pt_lty_11_06_08.pdf,A-066/CENIPA/2009,32641,numero,0,0,DESTRUÍDA,1854.0,116.33,44.33,0.33,,tabela,TÁXI AÉREO,DECOLAGEM,PISTÃO,2,2268,2,1979,BEECH AIRCRAFT,95-B55,POUSO EM LOCAL NÃO PREVISTO,OTHR,MT,2008,,7,0,1,0,3
pt_luq_02_11_08.pdf,A-045/CENIPA/2009,34497,numero,1,5,SUBSTANCIAL,4.0,,,,,narrativa,PRIVADA,OUTRA FASE,PISTÃO,1,1417,5,1963,BEECH AIRCRAFT,P35,PANE SECA,FUEL,PR,2008,,7,0,1,0,3
pt_lxd_14_05_09.pdf,A-001/CENIPA/2011,37379,numero,0,0,SUBSTANCIAL,8543.33,2266.58,17.08,3.0,,tabela,PRIVADA,APROXIMAÇÃO FINAL,PISTÃO,2,2495,6,1989,BEECH AIRCRAFT,58,VOO CONTROLADO CONTRA O TERRENO,CFIT,SP,2009,,9,1,1,0,11
pt_lxo_12_08_10.pdf,A-001/CENIPA/2012,42250,numero,0,0,SUBSTANCIAL,17000.0,500.0,37.92,0.0,,tabela,TÁXI AÉREO,SUBIDA,JATO,2,9752,9,1988,LEARJET,55C,EXCURSÃO DE PISTA,RE,RJ,2010,,19,1,1,0,19
pt_mbv_18_06_01.pdf,A-003/CENIPA/2009,79404,mat_unico,1,2,DESTRUÍDA,4074.0,,,,,narrativa,PRIVADA,SUBIDA,TURBOÉLICE,2,5670,7,1982,EMBRAER,EMB-121A,INDETERMINADO,UNK,MT,2020,,0,0,1,0,1
pt_mes_17_10_02.pdf,A-056/CENIPA/2012,80971,mat_unico,1,1,SUBSTANCIAL,5000.0,680.0,50.0,3.0,,tabela,TÁXI AÉREO,CRUZEIRO,TURBOÉLICE,1,3969,11,1996,CESSNA AIRCRAFT,208B,FALHA DO MOTOR EM VOO,SCF-PP,PA,2022,,0,0,0,0,0
pt_mmx_07_06_13.pdf,A-109/CENIPA/2013,48796,numero,1,1,SUBSTANCIAL,9000.0,1000.0,32.0,6.0,,tabela,PRIVADA,DECOLAGEM,PISTÃO,2,2073,7,1978,PIPER AIRCRAFT,PA-34-200T,FALHA DO MOTOR EM VOO,SCF-PP,AM,2013,,2,0,1,0,3
pt_mpa_29_03_05.pdf,A-007/CENIPA/2013,46856,numero,0,0,SUBSTANCIAL,15000.0,4200.0,5.92,2.33,,tabela,PRIVADA,PARTIDA DO MOTOR,TURBOÉLICE,2,3946,7,1980,PIPER AIRCRAFT,PA-31T1,COM TREM DE POUSO,SCF-NP,PR,2013,,1,1,1,0,2
pt_mvn_25_05_09.pdf,A-064/CENIPA/2013,47422,numero,0,0,SUBSTANCIAL,15510.0,2105.0,52.75,7.67,,tabela,INSTRUÇÃO,POUSO,PISTÃO,1,680,2,1950,PIPER AIRCRAFT,PA-18,PERDA DE CONTROLE NO SOLO,LOC-G,GO,2013,VMC,0,0,0,0,0
pt_nbv_17_10_09.pdf,A-029/CENIPA/2012,38657,numero,0,0,SUBSTANCIAL,2000.0,350.0,1.5,,,tabela,PRIVADA,DECOLAGEM,PISTÃO,1,1361,4,1975,NEIVA INDUSTRIA AERONAUTICA,EMB-710,PERDA DE CONTROLE EM VOO,LOC-I,MS,2009,,1,0,1,0,2
