arquivo,numero,codigo_ocorrencia,join,fatal,n_fatalidades,nivel_dano,h_total,h_tipo,h_total_30d,h_total_24h,idade_pic,fonte_horas,tipo_operacao,fase_voo,motor_tipo,motor_qtd,pmd,assentos,ano_fabricacao,fabricante,modelo,tipo_ocorrencia,tipo_icao,uf,ano_ocorrencia,meteo,total_recomendacoes,fator_humano,fator_operacional,fator_material,n_fatores
pp_hja_23_03_14_1.pdf,A-061/CENIPA/2014,50993,numero,0,0,NENHUM,55.0,,,,,narrativa,INSTRUÇÃO,MANOBRA,PISTÃO,1,587,2,1948,CIA AERONAUTICA PAULISTA,CAP-4,CORTE INVOLUNTÁRIO DO MOTOR,OTHR,RS,2014,,0,0,1,0,2
pp_hjq_13_11_12.pdf,A-151/CENIPA/2013,49591,numero,0,0,LEVE,,,,,,narrativa,PRIVADA,CRUZEIRO,PISTÃO,2,2155,6,2011,PIPER AIRCRAFT,PA-34-220T,FALHA DO MOTOR EM VOO,SCF-PP,MG,2013,,0,0,1,0,1
pp_hmf_12_03_12_1.pdf,A-163/CENIPA/2013,49651,numero,1,1,SUBSTANCIAL,194.0,,,,,narrativa,INSTRUÇÃO,DECOLAGEM,PISTÃO,1,757,2,1979,CESSNA AIRCRAFT,152,FALHA DO MOTOR EM VOO,SCF-PP,RJ,2013,,1,1,1,0,4
pp_hms_08_09_08.pdf,A-024/CENIPA/2010,34095,numero,0,0,SUBSTANCIAL,54.0,51.0,7.08,0.0,,tabela,INSTRUÇÃO,POUSO,PISTÃO,1,660,2,1962,NEIVA INDUSTRIA AERONAUTICA,56-C-1,FALHA DO MOTOR EM VOO,SCF-PP,SP,2008,,4,0,1,0,4
pp_hor_27_02_12.pdf,A-088/CENIPA/2013,45522,numero,0,0,SUBSTANCIAL,,,,,,narrativa,INSTRUÇÃO,ARREMETIDA NO SOLO,PISTÃO,1,660,2,1962,NEIVA INDUSTRIA AERONAUTICA,56-C-1,PERDA DE CONTROLE NO SOLO,LOC-G,SC,2012,,0,0,0,0,0
pp_hpl_29_01_11.pdf,A-572/CENIPA/2014,43909,numero,0,0,SUBSTANCIAL,93.0,,,,,narrativa,INSTRUÇÃO,ARREMETIDA NO SOLO,PISTÃO,1,587,2,1963,NEIVA,56-C-1,PERDA DE CONTROLE EM VOO,LOC-I,SP,2011,,0,0,1,0,3
pp_hrf_19_03_13.pdf,A-056/CENIPA/2013,47155,numero,0,0,SUBSTANCIAL,140.0,,,,,narrativa,INSTRUÇÃO,APROXIMAÇÃO FINAL,PISTÃO,1,660,2,1962,NEIVA,56-C-1,PERDA DE CONTROLE EM VOO,LOC-I,RS,2013,,0,0,0,0,0
pp_kbk_24_07_07.pdf,A-063/CENIPA/2009,29918,numero,0,0,LEVE,19.25,19.25,13.92,1.0,,tabela,INSTRUÇÃO,MANOBRA,PISTÃO,1,840,2,1976,XAVANTE,A-122-B,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,GO,2007,,1,0,1,0,3
pp_kbu_12_09_12_1.pdf,A-590/CENIPA/2014,46337,numero,0,0,SUBSTANCIAL,141.0,,,,,narrativa,INSTRUÇÃO,DECOLAGEM,PISTÃO,1,840,2,1971,XAVANTE,A-122-A,EXCURSÃO DE PISTA,RE,GO,2012,,0,0,1,0,2
pp_kst_13_09_11.pdf,A-022/CENIPA/2013,45053,numero,1,3,SUBSTANCIAL,920.0,0.58,32.08,0.58,,tabela,PRIVADA,SUBIDA,PISTÃO,2,2495,6,2007,HAWKER BEECHCRAFT,G58,PERDA DE CONTROLE EM VOO,LOC-I,PR,2011,,2,1,1,0,9
pp_rry_28_09_12.pdf,A-180/CENIPA/2013,49878,numero,0,0,SUBSTANCIAL,,,,,,narrativa,INSTRUÇÃO,MANOBRA,PISTÃO,1,758,2,1979,CESSNA AIRCRAFT,152,FALHA DO MOTOR EM VOO,SCF-PP,PR,2013,,1,0,1,0,1
pp_rto_21_04_10.pdf,A-018/CENIPA/2011,40271,numero,0,0,LEVE,3500.0,1200.0,30.0,,,tabela,INSTRUÇÃO,DECOLAGEM,PISTÃO,1,587,2,1946,CIA AERONAUTICA PAULISTA,CAP-4,PERDA DE CONTROLE EM VOO,LOC-I,PE,2010,,2,1,1,0,9
pr_aak_15_02_11.pdf.pdf,A-050/CENIPA/2012,43908,numero,0,0,SUBSTANCIAL,1300.0,120.0,60.0,4.0,,tabela,AGRÍCOLA,OUTRA FASE,PISTÃO,1,1497,1,1977,CESSNA AIRCRAFT,A188B,OPERAÇÃO A BAIXA ALTITUDE,LALT,RS,2011,,5,0,1,0,4
pr_acr_20_12_07.pdf,A-129/CENIPA/2011,31377,numero,0,0,SUBSTANCIAL,10500.0,1900.0,16.75,0.83,,tabela,TÁXI AÉREO,POUSO,PISTÃO,2,2155,6,2001,PIPER AIRCRAFT,PA-34-220T,COLISÃO COM OBSTÁCULOS NO SOLO,GCOL,CE,2007,,1,1,1,0,8
pr_agt_07_12_13.pdf,A-216/CENIPA/2013,50344,numero,0,0,SUBSTANCIAL,4000.0,400.0,20.0,0.25,,tabela,PRIVADA,POUSO,TURBOÉLICE,1,2984,6,2002,SOCATA,TBM700B,POUSO SEM TREM,ARC,SP,2013,,1,0,1,0,1
pr_bms_06_11_13.pdf,A-200/CENIPA/2013,50331,numero,0,0,SUBSTANCIAL,3700.0,650.0,17.5,2.2,,tabela,AGRÍCOLA,DECOLAGEM,TURBOÉLICE,1,3175,1,2004,AIR TRACTOR,AT-402A,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,MT,2013,,1,1,1,0,7
pr_brp_15_02_14.pdf,A-035/CENIPA/2014,50807,numero,0,0,SUBSTANCIAL,3500.0,,,,,narrativa,PRIVADA,CRUZEIRO,PISTÃO,1,726,2,1973,CESSNA AIRCRAFT,150L,FALHA DO MOTOR EM VOO,SCF-PP,GO,2014,,0,0,1,0,2
pr_btw_14_04_12.pdf,A-017/CENIPA/2013,45751,numero,0,0,SUBSTANCIAL,17000.0,25.0,15.0,0.0,73,tabela,PRIVADA,DECOLAGEM,PISTÃO,2,3969,6,1953,BEECH AIRCRAFT,C-45H,PERDA DE CONTROLE NO SOLO,LOC-G,SP,2012,,2,0,1,0,2
pr_dmg_08_08_12.pdf,A-042/CENIPA/2014,50812,numero,0,0,SUBSTANCIAL,322.5,36.5,36.5,1.92,,tabela,AGRÍCOLA,DECOLAGEM,PISTÃO,1,1800,1,2010,EMBRAER,EMB-202A,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,RS,2014,,0,0,1,0,2
pr_doc_28_07_12.pdf,A-004/CENIPA/2014,52939,numero,0,0,SUBSTANCIAL,14170.0,2170.0,10.0,0.75,,tabela,AGRÍCOLA,ESPECIALIZADA,PISTÃO,1,1800,1,1977,NEIVA,EMB-201A,PERDA DE CONTROLE EM VOO,LOC-I,RS,2014,,0,0,1,0,2
pr_doq_22_08_09.pdf,A-046/CENIPA/2011,38579,numero,0,0,LEVE,1600.0,4.0,,,,tabela,PRIVADA,POUSO,PISTÃO,1,850,2,1998,STEMME,S10-VT,COM TREM DE POUSO,SCF-NP,SC,2009,,3,0,1,0,3
pr_ejk_07_07_09.pdf,A-073/CENIPA/2011,38055,numero,0,0,SUBSTANCIAL,76.0,9.0,9.0,,,tabela,INSTRUÇÃO,POUSO,PISTÃO,1,757,2,1979,CESSNA AIRCRAFT,152,POUSO BRUSCO,ARC,SP,2009,,5,1,1,0,15
pr_ejp_20_12_09.pdf,A-573/CENIPA/2014,38815,numero,0,0,SUBSTANCIAL,260.0,,,,,narrativa,INSTRUÇÃO,CORRIDA APÓS POUSO,PISTÃO,1,757,2,1978,CESSNA AIRCRAFT,152,PERDA DE CONTROLE NO SOLO,LOC-G,SP,2009,,0,0,1,0,3
pr_elo_06_03_11.pdf,A-066/CENIPA/2013,47649,numero,0,0,SUBSTANCIAL,1250.0,1100.0,26.0,3.33,,tabela,AGRÍCOLA,DECOLAGEM,PISTÃO,1,1315,1,1986,PIPER AIRCRAFT,PA-25-235,FALHA DO MOTOR EM VOO,SCF-PP,PR,2013,,1,0,1,0,2
pr_ett_04_10_09.pdf,A-101/CENIPA/2012,38646,numero,0,0,SUBSTANCIAL,3000.0,2011.0,8.0,1.67,,tabela,PRIVADA,POUSO,PISTÃO,2,2073,6,1976,EMBRAER,EMB-810C,POUSO SEM TREM,ARC,SP,2009,,1,1,1,0,8
pr_fba_10_01_08.pdf,A-006/CENIPA/2010,31379,numero,0,0,DESTRUÍDA,4150.0,150.0,35.0,5.0,,tabela,AGRÍCOLA,ESPECIALIZADA,PISTÃO,1,1315,1,1976,PIPER AIRCRAFT,PA-25-235,PERDA DE CONTROLE EM VOO,LOC-I,MG,2008,,15,1,1,1,8
pr_flp_31_01_13.pdf,A-023/CENIPA/2013,46972,numero,0,0,SUBSTANCIAL,23.0,,,,,narrativa,INSTRUÇÃO,POUSO,PISTÃO,1,757,2,1980,CESSNA AIRCRAFT,152,POUSO BRUSCO,ARC,SC,2013,,0,0,0,0,0
pr_fmm_08_04_11.pdf,A-056/CENIPA/2013,47155,numero,0,0,SUBSTANCIAL,1099.5,148.67,29.0,1.25,,tabela,INSTRUÇÃO,APROXIMAÇÃO FINAL,PISTÃO,1,660,2,1962,NEIVA,56-C-1,PERDA DE CONTROLE EM VOO,LOC-I,RS,2013,,0,0,0,0,0
pr_fpm_30_04_09.pdf,A-031/CENIPA/2013,47017,numero,0,0,SUBSTANCIAL,940.5,831.5,41.08,5.17,,tabela,AGRÍCOLA,ESPECIALIZADA,PISTÃO,1,1800,1,1978,NEIVA INDUSTRIA AERONAUTICA,EMB-201A,PERDA DE CONTROLE EM VOO,LOC-I,RS,2013,,0,0,0,0,0
pr_gfd_09_09_12.pdf,A-044/CENIPA/2014,50975,numero,0,0,SUBSTANCIAL,100.0,,,,,narrativa,AGRÍCOLA,ESPECIALIZADA,PISTÃO,1,1800,1,2005,NEIVA,EMB-202,FALHA DO MOTOR EM VOO,SCF-PP,PI,2014,,0,0,1,0,1
pr_grv_09_07_08.pdf,A-074/CENIPA/2009,33218,numero,1,1,DESTRUÍDA,950.0,132.0,35.0,3.0,,tabela,AGRÍCOLA,CRUZEIRO,TURBOÉLICE,1,3175,1,2007,AIR TRACTOR,AT-402B,PERDA DE CONTROLE EM VOO,LOC-I,PR,2008,,7,0,1,0,4
pr_haz_24_09_09.pdf,A-027/CENIPA/2012,38643,numero,0,0,SUBSTANCIAL,177.0,120.0,5.0,1.0,,tabela,PRIVADA,POUSO,PISTÃO,1,1656,6,2008,BEECH AIRCRAFT,G36,PERDA DE CONTROLE NO SOLO,LOC-G,BA,2009,,4,1,1,0,12
pr_hqb_21_12_10.pdf,A-042/CENIPA/2013,47110,numero,0,0,DESTRUÍDA,4500.0,1000.0,8.33,0.0,,tabela,AGRÍCOLA,DECOLAGEM,TURBOÉLICE,1,3629,1,2012,AIR TRACTOR,AT-502B,PERDA DE CONTROLE EM VOO,LOC-I,MT,2013,,3,1,1,0,6
pr_hry_05_08_12.pdf,A-023/CENIPA/2013,46972,numero,0,0,SUBSTANCIAL,13000.0,2000.0,56.0,4.5,,tabela,INSTRUÇÃO,POUSO,PISTÃO,1,757,2,1980,CESSNA AIRCRAFT,152,POUSO BRUSCO,ARC,SC,2013,,0,0,0,0,0
pr_hsf_01_10_10.pdf,A-041/CENIPA/2011,43256,numero,0,0,LEVE,330.0,24.42,24.42,0.67,,tabela,PRIVADA,APROXIMAÇÃO FINAL,PISTÃO,1,1406,4,2001,CESSNA AIRCRAFT,T182T,PANE SECA,FUEL,PE,2010,,1,1,1,0,13
pr_iao_02_03_08.pdf,A-013/CENIPA/2010,31864,numero,1,4,DESTRUÍDA,25000.0,45.0,10.0,1.0,,tabela,PRIVADA,SUBIDA,PISTÃO,1,1542,4,2007,CIRRUS DESIGN,SR22,OUTROS,OTHR,RJ,2008,,12,1,1,0,7
pr_jcw_19_07_10.pdf,A-037/CENIPA/2011,41917,numero,0,0,SUBSTANCIAL,670.0,140.0,23.0,3.75,,tabela,PRIVADA,POUSO,PISTÃO,1,1542,4,2009,CIRRUS DESIGN,SR22,POUSO BRUSCO,ARC,DF,2010,,1,0,1,0,3
pr_jos_24_07_10.pdf,A-084/CENIPA/2011,42071,numero,0,0,SUBSTANCIAL,5000.0,4000.0,54.67,3.17,,tabela,TÁXI AÉREO,CRUZEIRO,TURBOÉLICE,1,3969,2,1987,CESSNA AIRCRAFT,208B,FALHA DO MOTOR EM VOO,SCF-PP,PA,2010,,6,0,1,0,3
pr_jpr_08_03_09.pdf,A-069/CENIPA/2009,35588,numero,1,1,DESTRUÍDA,1600.0,450.0,32.83,8.5,,tabela,AGRÍCOLA,ESPECIALIZADA,PISTÃO,1,1497,1,1973,CESSNA AIRCRAFT,A188B,PERDA DE CONTROLE EM VOO,LOC-I,TO,2009,,7,1,1,0,8
pr_jta__15_09_10.pdf,A-086/CENIPA/2011,42919,numero,0,0,SUBSTANCIAL,7770.0,16.75,25.33,3.0,,tabela,TÁXI AÉREO,CRUZEIRO,PISTÃO,1,1724,7,1978,CESSNA AIRCRAFT,T207A,FALHA DO MOTOR EM VOO,SCF-PP,PA,2010,,9,0,1,0,2
pr_jtp_07_02_14.pdf,A-027/CENIPA/2014,50803,numero,0,0,SUBSTANCIAL,620.0,470.0,,,,narrativa,PRIVADA,DECOLAGEM,PISTÃO,1,1542,4,2011,CIRRUS,SR22,PERDA DE CONTROLE NO SOLO,LOC-G,GO,2014,,0,0,1,0,3
pr_ksf_26_02_14.pdf,A-043/CENIPA/2014,50983,numero,0,0,SUBSTANCIAL,150.0,,,,,narrativa,AGRÍCOLA,ESPECIALIZADA,PISTÃO,1,1497,1,0,CESSNA AIRCRAFT,188B,FALHA DO MOTOR EM VOO,SCF-PP,TO,2014,,0,0,1,0,2
pr_lab_25_02_12.pdf,A-058/CENIPA/2013,47297,numero,0,0,SUBSTANCIAL,1116.17,,25.0,0.8,,tabela,AGRÍCOLA,POUSO,PISTÃO,1,1800,1,2012,EMBRAER,EMB-202A,PERDA DE CONTROLE NO SOLO,LOC-G,MS,2013,,0,0,0,0,0
pr_lji_26_04_13.pdf,A-083/CENIPA/2013,47879,numero,1,2,SUBSTANCIAL,7030.0,337.0,29.42,0.83,,tabela,TÁXI AÉREO,CIRCUITO DE TRÁFEGO,PISTÃO,1,1724,6,1975,CESSNA AIRCRAFT,210L,FALHA DO MOTOR EM VOO,SCF-PP,PA,2013,,2,1,1,0,5
pr_lvb_14_11_13_1.pdf,A-206/CENIPA/2013,50334,numero,0,0,SUBSTANCIAL,985.0,,,,,narrativa,PRIVADA,CRUZEIRO,PISTÃO,1,1542,4,2008,CIRRUS DESIGN,SR22,FALHA DO MOTOR EM VOO,SCF-PP,SC,2013,VMC,0,0,1,0,1
pr_mcs_07_05_10_1.pdf,A-071/CENIPA/2011,40793,numero,0,0,SUBSTANCIAL,268.0,60.0,49.08,,,tabela,INSTRUÇÃO,CORRIDA APÓS POUSO,PISTÃO,1,900,2,2008,AEROMOT,AMT-600,EXCURSÃO DE PISTA,RE,TO,2010,,3,1,1,0,7
pr_mms_26_01_07.pdf,A-021/CENIPA/2010,28375,numero,0,0,LEVE,16500.0,4000.0,50.0,0.67,,tabela,TÁXI AÉREO,DECOLAGEM,JATO,2,7318,11,2006,RAYTHEON AIRCRAFT,400A,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,PR,2007,,1,0,1,0,3
pr_mms_26_01_07_1.pdf,A-021/CENIPA/2010,28375,numero,0,0,LEVE,16500.0,4000.0,50.0,0.67,,tabela,TÁXI AÉREO,DECOLAGEM,JATO,2,7318,11,2006,RAYTHEON AIRCRAFT,400A,COLISÃO COM OBSTÁCULO DURANTE A DECOLAGEM E POUSO,CTOL,PR,2007,,1,0,1,0,3
pr_mrg_11_11_2012.pdf,A-014/CENIPA/2014,50984,numero,0,0,SUBSTANCIAL,4048.0,521.0,11.0,2.0,,tabela,AGRÍCOLA,ESPECIALIZADA,PISTÃO,1,1800,1,1989,NEIVA,EMB-201A,PERDA DE CONTROLE EM VOO,LOC-I,PR,2014,,0,0,1,0,3
pr_opj_24_04_14.pdf,A-083/CENIPA/2014,51007,numero,0,0,SUBSTANCIAL,10.0,,,,,narrativa,PRIVADA,POUSO,PISTÃO,1,1950,6,1998,PIPER AIRCRAFT,PA-46-350P,COM TREM DE POUSO,SCF-NP,SP,2014,,0,0,1,0,2
pr_rei_09_11_10.pdf,A-057/CENIPA/2011,43389,numero,1,1,SUBSTANCIAL,1908.5,734.5,45.17,0.0,,tabela,PRIVADA,DECOLAGEM,PISTÃO,1,1315,4,2008,CIRRUS DESIGN,SR20,OUTROS,OTHR,BA,2010,,1,1,1,0,7
pr_rmi_21_01_11.pdf,A-004/CENIPA/2013,46860,numero,0,0,SUBSTANCIAL,12000.0,1600.0,80.0,8.0,,tabela,PRIVADA,DECOLAGEM,PISTÃO,1,1633,6,1980,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,FALHA DO MOTOR EM VOO,SCF-PP,AC,2013,,0,0,1,0,1
pr_ser_02_12_11.pdf,A-046/CENIPA/2014,50976,numero,0,0,SUBSTANCIAL,2100.0,38.25,25.75,2.25,,tabela,INSTRUÇÃO,DECOLAGEM,PISTÃO,1,725,2,1973,CESSNA AIRCRAFT,150L,PANE SECA,FUEL,SP,2014,,0,0,1,0,2
pr_sfs_23_01_13.pdf,A-012/CENIPA/2013,46872,numero,0,0,DESTRUÍDA,105.0,,,,,narrativa,PRIVADA,POUSO,PISTÃO,1,1542,4,2008,CIRRUS DESIGN,SR22,PERDA DE CONTROLE EM VOO,LOC-I,BA,2013,,0,0,0,0,0
pr_tnb_16_07_10.pdf,A-035/CENIPA/2013,47661,numero,1,1,SUBSTANCIAL,2956.83,1234.92,20.08,1.5,,tabela,TÁXI AÉREO,DECOLAGEM,PISTÃO,1,1633,7,1994,NEIVA INDUSTRIA AERONAUTICA,EMB-720D,COLISÃO COM OBSTÁCULOS NO SOLO,GCOL,AM,2013,,2,0,1,0,2
pr_tpl_01_03_13.pdf,A-042/CENIPA/2013,47110,numero,0,0,DESTRUÍDA,5303.25,270.33,80.83,4.5,,tabela,AGRÍCOLA,DECOLAGEM,TURBOÉLICE,1,3629,1,2012,AIR TRACTOR,AT-502B,PERDA DE CONTROLE EM VOO,LOC-I,MT,2013,,3,1,1,0,6
pr_tti_21_02_11.pdf,A-012/CENIPA/2013,46872,numero,0,0,DESTRUÍDA,6000.0,2600.0,63.83,5.33,,tabela,PRIVADA,POUSO,PISTÃO,1,1542,4,2008,CIRRUS DESIGN,SR22,PERDA DE CONTROLE EM VOO,LOC-I,BA,2013,,0,0,0,0,0
pr_ugo_27_01_10.pdf,A-017/CENIPA/2011,39319,numero,1,2,DESTRUÍDA,1375.5,293.0,6.5,28.92,,tabela,PRIVADA,SUBIDA,PISTÃO,2,2073,6,1981,EMBRAER,EMB-810C,PANE SECA,FUEL,SP,2010,,3,1,1,0,6
pr_uut_17_02_10.pdf,A-032/CENIPA/2012,39992,numero,0,0,LEVE,17000.0,22.0,22.0,3.5,,tabela,PRIVADA,CORRIDA APÓS POUSO,JATO,2,4750,6,2009,EMBRAER,EMB-500,EXCURSÃO DE PISTA,RE,SP,2010,,11,0,1,0,4
pr_vaj_22_04_14.pdf,A-080/CENIPA/2014,51004,numero,0,0,DESTRUÍDA,3800.0,2200.0,56.83,7.0,,tabela,AGRÍCOLA,ESPECIALIZADA,TURBOÉLICE,1,3629,1,2013,AIR TRACTOR,AT-502B,PERDA DE CONTROLE EM VOO,LOC-I,BA,2014,,2,0,1,0,5
pr_var_30_04_13.pdf,A-084/CENIPA/2013,47981,numero,1,1,DESTRUÍDA,1170.0,136.0,49.5,5.83,,tabela,AGRÍCOLA,ESPECIALIZADA,TURBOÉLICE,1,3629,1,2012,AIR TRACTOR,AT-502B,PERDA DE CONTROLE EM VOO,LOC-I,MT,2013,,2,1,1,0,9
pr_voo_29_03_09.pdf,A-024/CENIPA/2012,36215,numero,0,0,DESTRUÍDA,180.0,30.0,60.0,1.5,,tabela,INSTRUÇÃO,MANOBRA,PISTÃO,1,726,2,1970,CESSNA AIRCRAFT,150K,PANE SECA,FUEL,MG,2009,,2,0,1,0,5
pr_yrg_23_09_12.pdf,A-018/CENIPA/2014,50794,numero,0,0,SUBSTANCIAL,4500.0,2000.0,25.0,7.0,,tabela,AGRÍCOLA,ESPECIALIZADA,PISTÃO,1,1800,1,1986,NEIVA,EMB-201A,FALHA DO MOTOR EM VOO,SCF-PP,MG,2014,,0,0,0,0,0
pt_aks_26_03_10.pdf,A-082/CENIPA/2011,40087,numero,0,0,SUBSTANCIAL,6000.0,2000.0,64.58,0.58,,tabela,PRIVADA,DECOLAGEM,PISTÃO,1,1542,4,1969,CESSNA AIRCRAFT,210H,FALHA DO MOTOR EM VOO,SCF-PP,GO,2010,,4,0,1,0,3
pt_anf_22_09_12.pdf,A-173/CENIPA/2013,49796,numero,0,0,SUBSTANCIAL,500.0,220.0,25.0,0.0,,tabela,PRIVADA,DESCIDA,PISTÃO,1,1724,6,1974,CESSNA AIRCRAFT,T210L,FALHA DO MOTOR EM VOO,SCF-PP,SP,2013,,0,0,1,0,1
pt_aqo_10_06_08.pdf,A-065/CENIPA/2009,32615,numero,0,0,SUBSTANCIAL,200.0,45.0,8.0,0.0,,tabela,PRIVADA,DECOLAGEM,PISTÃO,1,998,4,1949,CESSNA AIRCRAFT,170A,PERDA DE CONTROLE EM VOO,LOC-I,MS,2008,,7,0,1,1,4
pt_aqo_27_10_09.pdf,A-063/CENIPA/2011,38675,numero,0,0,SUBSTANCIAL,299.0,54.83,4.25,1.25,,tabela,PRIVADA,DECOLAGEM,PISTÃO,1,998,4,1949,CESSNA AIRCRAFT,170A,FALHA DO MOTOR EM VOO,SCF-PP,MS,2009,,1,0,1,0,3
pt_avk_29_09_11.pdf,A-033/CENIPA/2013,45054,numero,1,2,DESTRUÍDA,10520.67,1.5,11.33,0.75,,tabela,PRIVADA,OUTRA FASE,PISTÃO,1,1236,4,1953,BEECH AIRCRAFT,D35,PERDA DE COMPONENTE EM VOO,SCF-NP,PA,2011,,2,0,1,0,2
pt_beq_24_08_10.pdf,A-038/CENIPA/2011,42388,numero,0,0,SUBSTANCIAL,6555.5,1500.0,2.0,2.0,,tabela,INSTRUÇÃO,POUSO,PISTÃO,1,998,4,1952,CESSNA AIRCRAFT,170A,PERDA DE CONTROLE NO SOLO,LOC-G,RS,2010,,1,0,1,0,3
pt_bfa_13_08_10.pdf,A-085/CENIPA/2011,42565,numero,0,0,SUBSTANCIAL,2150.0,200.0,20.0,3.0,,tabela,INSTRUÇÃO,DESCIDA,PISTÃO,2,1587,5,1959,PIPER AIRCRAFT,PA-23-160,PANE SECA,FUEL,GO,2010,,6,0,1,0,3
pt_bja_02_09_07.pdf,A-007/CENIPA/2012,30417,numero,1,1,DESTRUÍDA,18500.0,11000.0,21.33,2.17,,tabela,PRIVADA,INDETERMINADA,PISTÃO,1,1202,4,0,CESSNA AIRCRAFT,182C,PANE SECA,FUEL,TO,2007,,8,1,1,0,4
pt_bku_23_01_13.pdf,A-013/CENIPA/2013,46871,numero,0,0,SUBSTANCIAL,28.0,,,,,narrativa,INSTRUÇÃO,POUSO,PISTÃO,1,726,2,1969,CESSNA AIRCRAFT,150J,POUSO BRUSCO,ARC,PR,2013,,0,0,0,0,0
pt_bkw_18_06_11.pdf,A-115/CENIPA/2012,44647,numero,0,0,LEVE,522.33,318.0,82.83,0.0,,tabela,INSTRUÇÃO,CIRCUITO DE TRÁFEGO,PISTÃO,1,726,2,1969,CESSNA AIRCRAFT,150J,COLISÃO COM AVE,BIRD,BA,2011,,5,0,0,0,1
pt_bom_10_07_10.pdf,A-132/CENIPA/2011,41751,numero,0,0,SUBSTANCIAL,810.0,380.0,48.0,4.0,,tabela,INSTRUÇÃO,DECOLAGEM,PISTÃO,1,660,2,1961,NEIVA INDUSTRIA AERONAUTICA,56-C-1,PANE SECA,FUEL,MG,2010,,9,0,1,0,1
pt_brb_16_12_13_2.pdf,A-224/CENIPA/2013,50453,numero,0,0,SUBSTANCIAL,520.0,260.0,,,,narrativa,PRIVADA,CRUZEIRO,PISTÃO,1,1202,4,1962,CESSNA AIRCRAFT,180E,PANE SECA,FUEL,PR,2013,,0,0,1,0,1
pt_brp__14_07_07.pdf,A-054/CENIPA/2010,30044,numero,0,0,LEVE,618.75,336.42,1.5,1.33,,tabela,PRIVADA,APROXIMAÇÃO FINAL,PISTÃO,1,1361,4,1962,BEECH AIRCRAFT,35-B33,FALHA DO MOTOR EM VOO,SCF-PP,ES,2007,,1,0,1,0,5
pt_bxe_20_10_13_1.pdf,A-189/CENIPA/2013,50053,numero,0,0,SUBSTANCIAL,12.0,,,,,narrativa,PRIVADA,POUSO,PISTÃO,1,1043,4,1963,BEECH AIRCRAFT,23,PERDA DE CONTROLE NO SOLO,LOC-G,MS,2013,,0,0,1,0,3
pt_bxq_10_07_10.pdf,A-074/CENIPA/2011,41789,numero,0,0,SUBSTANCIAL,10000.0,1100.0,7.0,1.0,,tabela,PRIVADA,SUBIDA,PISTÃO,1,1270,4,1963,CESSNA AIRCRAFT,182F,PANE SECA,FUEL,MA,2010,,4,0,1,0,3
pt_cdi_25_04_13.pdf,A-082/CENIPA/2013,47980,numero,0,0,SUBSTANCIAL,4000.0,150.0,,,,narrativa,PRIVADA,CRUZEIRO,PISTÃO,1,1270,4,1964,CESSNA AIRCRAFT,182G,FALHA DO MOTOR EM VOO,SCF-PP,MS,2013,VMC,0,0,0,0,0
pt_cmt_15_12_10.pdf,A-047/CENIPA/2013,43721,numero,0,0,SUBSTANCIAL,36.0,,,,,narrativa,TÁXI AÉREO,CORRIDA APÓS POUSO,PISTÃO,2,2310,6,1966,BEECH AIRCRAFT,95-B55,COM TREM DE POUSO,SCF-NP,CE,2010,,4,0,1,0,1
pt_ctl_01_10_11.pdf,A-029/CENIPA/2013,47012,numero,0,0,SUBSTANCIAL,200.0,80.0,,4.92,47,tabela,PRIVADA,POUSO,PISTÃO,1,1542,4,2006,CIRRUS DESIGN,SR22,POUSO ANTES DA PISTA,USOS,GO,2013,VMC,0,1,1,0,7
pt_ddg_03_09_13.pdf,A - 160/CENIPA/2013,49611,numero,1,3,DESTRUÍDA,8165.0,100.0,36.75,5.8,,tabela,TÁXI AÉREO,DECOLAGEM,PISTÃO,1,1633,6,1968,CESSNA AIRCRAFT,U206C,FALHA OU MAU FUNCIONAMENTO DE SISTEMA / COMPONENTE,SCF-NP,PA,2013,,1,1,1,0,3
pt_dgk_26_06_09.pdf,A-047/CENIPA/2010,38176,numero,0,0,DESTRUÍDA,20000.0,4500.0,30.0,3.0,,tabela,TÁXI AÉREO,CRUZEIRO,PISTÃO,1,1633,6,1968,CESSNA AIRCRAFT,U206C,FALHA DO MOTOR EM VOO,SCF-PP,PA,2009,,1,0,1,0,2
pt_dhu_22_01_12.pdf,A-076/CENIPA/2013,45393,numero,0,0,SUBSTANCIAL,3000.0,,,,,narrativa,INSTRUÇÃO,POUSO,PISTÃO,2,1633,4,1967,PIPER AIRCRAFT,PA-30,EXCURSÃO DE PISTA,RE,RJ,2012,,0,0,1,0,4
pt_dja_01_02_09.pdf,A-064/CENIPA/2009,35477,numero,1,3,DESTRUÍDA,9565.75,838.5,,,,tabela,PRIVADA,SUBIDA,PISTÃO,1,1134,4,1969,PIPER AIRCRAFT,PA-28R-180,FALHA DO MOTOR EM VOO,SCF-PP,MT,2009,,14,0,1,0,2
